name,category_code,total_money_raised,country_code,city,address,zip_code,latitude,longitude
3Leaf,software,$65M,USA,Santa Clara,3255-1 Scott Blvd.,95054,37.381034,-121.971487
ChinaCache,network_hosting,$32M,CHN,Beijing,"Section A, Building 3, Dian Tong Creative Square, No.7",100015,,
Sennari,software,$17M,USA,Los Angeles,12950 Culver Boulevard,90066,33.9782287,-118.4303427
Magix,web,$155M,USA,Reno,1105 Terminal Way #202,89502,39.5148219,-119.7774302
WageWorks,consulting,$20M,USA,San Mateo,"1100 Park Place, 4th Floor",94403,37.458501,-122.432846
LV Sensors,hardware,$15M,,,,,,
Hammerhead Systems,hardware,$48M,USA,Mountain View,640 Clyde Court,94043,37.40006,-122.049689
Kaazing,enterprise,$37M,USA,Mountain View,444 Castro Street,94041,37.3941256,-122.0797269
Viva Vision,web,$2M,USA,San Diego,10171 Pacific Mesa Blvd.,92121,32.903231,-117.188987
Better Place,cleantech,$836M,USA,Palo Alto,"1070 Arastradero Road,",94304,37.3949615,-122.1425097
Laurus Energy,cleantech,$9M,,,,,,
NanoOpto,hardware,$17M,USA,Somerset,22 Victoria Street,08873-5117,40.4502734,-74.5299854
Tachyon Networks,hardware,$11M,USA,San Diego,9339 Carroll Park Drive #150,92121,32.88791,-117.176096
WildBlue,web,$50M,USA,Englewood,P.O. Box 4427,80155,39.6478,-104.9875
Jentro Technologies,mobile,$29M,DEU,Munich,Rosenheimer Strasse 145e,81671,,
DCITS,network_hosting,$73M,IND,The Nilgiris. Tamil Nadu,"#117/1,117/2,",643 001,,
AVA Solar,cleantech,$104M,USA,Loveland,2695 Rocky Mountain Avenue,80538,40.4182087,-105.0002597
Packet Island,software,$2M,USA,Cupertino,"10080 N. Wolfe Rd,",95014,37.323991,-122.012882
Jasper Wireless,mobile,$155M,USA,Mountain View,"Jasper Wireless, Inc",94043,37.394392,-122.04221
Iken Solutions,software,$2M,IND,"Powai, Mumbai - 400 076","CM-5, Third Floor, SINE, CSRE Building",,,
DigiMeld,web,$2M,USA,New York,"134 W.37th St., 2nd Fl.",10018,,
VoloMedia,advertising,$12M,USA,Sunnyvale,800 W. California Ave.,94086,37.382376,-122.037607
Dragonfly,web,$3M,USA,New York,,,40.756054,-73.986951
Applied Identity,advertising,$33M,USA,San Francisco,456 Montgomery,94104,,
Zenda Technologies,biotech,$3M,USA,Roswell,1210 Ridgefield Dr,30075,34.015986,-84.388934
ReCellular,mobile,$15M,USA,Ann Arbor,2300 Traverwood Drive,48105,42.306097,-83.714222
Tetraphase Pharmaceuticals,biotech,$60M,USA,Watertown,"480 Arsenal Street,",02472,42.3630235,-71.158939
Kickfire,software,$20M,USA,Santa Clara,2055 Laurelwood Road,95054,37.381876,-121.95993
Zero2IPO,web,$60M,CHN,Beijing,"202/03,Tower A,Eagle Run Plaza,No.26,Xiao Yun Road",100125,,
Spring Mobile Solutions,mobile,$101M,USA,Seattle,2505 2nd Avenue,98121,47.6154389,-122.3479567
Silverpop,advertising,$40M,USA,Atlanta,200 Galleria Parkway,30339,33.882526,-84.4655151
Geosign,web,$160M,,,,,,
RingCube Technologies,software,$26M,USA,Mountain View,100 W Evelyn Ave.,94041,37.3915589,-122.0702643
Meru Networks,mobile,$164M,USA,Sunnyvale,894 Ross Drive,94089,37.400867,-122.033281
Transera Communications,software,$37M,USA,Sunnyvale,"1195 W. Fremont Avenue, Suite 101",94087,37.3521697,-122.0622892
Rohati Systems,software,$11M,USA,Sunnyvale,1192 Borregas Avenue,94089,37.4071848,-122.0194922
Rage Frameworks,enterprise,$15M,USA,Westwood,200 Lowder Brook Drive,02090,,
Cognitive Networks,network_hosting,$6M,USA,San Francisco,1663 Mission Street,94103,,
Videonline Communications,web,$12M,USA,Redwood City,656 Bair Island Rd.,94063,37.495996,-122.223273
Achievo(R) Corporation,software,$24M,USA,San Ramon,2633 Camino Ramon Ste 100,94583-2539,37.7662,-121.95812
Cortina Systems,hardware,$162M,USA,Sunnyvale,1376 Bordeaux Drive,94089,37.38153,-122.037823
Aquest Systems,hardware,$20M,USA,Sunnyvale,683 West Maude Avenue,94085,37.390956,-122.032795
Mu Dynamics,network_hosting,$24M,USA,Sunnyvale,686 W. Maude Avenue,94085,37.390233,-122.033741
Paylocity,software,$10M,USA,Arlington Heights,3850 N. Wilke Road,60004,,
BA Systems,hardware,$10M,USA,Sunnyvale,"# 1270 Oakmead Pkwy Suite 215,",94085,37.3868616,-121.9917771
ECI Telecom,network_hosting,$173M,USA,Ft. Lauderdale,5100 NW 33rd Avenue,33309,26.1875706,-80.1912988
Veraz Networks,web,$10M,USA,Ft. Lauderdale,"5100 NW 33rd Avenue,",33309,26.1875706,-80.1912988
Aperto Networks,mobile,$158M,USA,Milpitas,598 Gibraltar Drive,95035,37.416183,-121.890252
Achronix Semiconductor,semiconductor,$136M,USA,San Jose,333 West San Carlos Street,95110,37.328686,-121.89426
Intellon Corporation,semiconductor,$18M,USA,Ocala,5100 West Silver Springs Blvd.,34482,29.1866439,-82.2046985
NetDevices,software,$25M,USA,Sunnyvale,580 North Pastoria Avenue,94085,,
Double Fusion,web,$59M,USA,San Francisco,"300 Beale Street,",94105,37.7887135,-122.3927145
Aicent,mobile,$145M,USA,San Jose,181 Metro Drive,95110,37.384211,-121.924797
5th Finger,mobile,$7M,USA,San Francisco,222 Sutter St Suite 450,94108,37.7900992,-122.4021988
SourceLabs,enterprise,$7M,USA,Seattle,411 First Ave S.,98104,47.5990443,-122.3342758
Pano Logic,software,$38M,USA,Menlo Park,"1350 Willow Road, Suite 202",94025,37.477037,-122.15164
NextG Networks,mobile,$410M,USA,Milpitas,890 Tasman Drive,95035,37.3968078,-121.9113633
Desi Hits,web,$5M,,,,,,
SmartTurn,advertising,$5M,USA,San Francisco,177 Fremont St.,94105,37.789801,-122.395327
Exeros,software,$12M,USA,Santa Clara,2953 Bunker Hill Lane,95054,,
Initiate Systems,enterprise,$31M,USA,Chicago,200 West Madison Street,60606,41.882301,-87.634311
Siperian,software,$25M,USA,Foster City,100 Foster City Blvd.,94404,37.569181,-122.276512
Tudou,games_video,$126M,CHN,,,,,
Tendril,software,$111M,USA,Boulder,1580 55th St,80301,40.026422,-105.228284
SpongeFish,web,$2M,USA,San Francisco,"599 3rd St,",94107,37.7800788,-122.3943096
SundaySky,software,$37M,USA,New York,242 W. 27th ST,10001,,
PSS Systems,legal,$23M,USA,Mountain View,"2525 E Charleston Road,",94043,37.4216866,-122.0984543
G10 Entertainment,games_video,$38M,,,,,,
MediaXstream,,$10M,USA,Summit,"35 Beechwood Drive, Suite 2D",07901,40.7183693,-74.3575421
Azalea Networks,network_hosting,$15M,USA,Milpitas,"673 S. Milpitas Blvd,",95035,37.423135,-121.894792
ScaleMP,software,$8M,USA,Cupertino,20863 Stevens Creek Blvd.,95014,37.3229727,-122.0385792
MarketTools,enterprise,$83M,USA,,150 Spear Street,94105,,
Nangate,mobile,$35M,USA,Sunnyvale,"155-A Moffett Park Drive,",94089-1321,37.4043966,-122.0213965
Wazoo Sports,games_video,$2M,USA,London,P.O. Box 3289,40743,37.1286,-84.0834
AdChina,advertising,$10M,CHN,Shanghai,"20th Floor, Jing An Media Zone , No.211 Shi Men Yi Road",200041,,
Optimal Technologies,software,$25M,USA,Raleigh,Two Progress Plaza,27601,35.808736,-78.623191
WebLayers,software,$10M,USA,Cambridge,125 Cambridge Park Drive,02140,42.377535,-71.149057
Optichron,semiconductor,$29M,USA,Fremont,4221 Technology Drive,94538,37.5078425,-121.9554213
Roundbox,software,$43M,USA,Florham Park,25 Hanover Road,07932,40.79034,-74.385196
Kleer,hardware,$58M,USA,Cupertino,19925 Stevens Creek Blvd.,95014,37.3230162,-122.0212868
Fooooo,search,$2M,,,,,,
Oree Advanced Illumination Solutions,hardware,$7M,ISR,Ramat Gan,"Beit Or, 30 Tuval St",52522,,
MaxxAthlete,web,$3M,,,,,,
Naverus,hardware,$14M,,,,,,
Breach Security,security,$31M,USA,Carlsbad,2141 Palomar Airport Road,92011,33.12417,-117.275236
QSecure,security,$49M,USA,Los Altos,333 Distel Circle,94022,37.3962827,-122.105531
Asoka,hardware,$7M,USA,Santa Clara,2620 Augustine Dr #230,95054,37.3694441,-121.9662996
Samplify Systems,semiconductor,$22M,USA,Santa Clara,160 Saratoga Avenue,95051,37.326897,-121.968263
Brash Entertainment,games_video,$400M,,,,,,
BroadLight,software,$27M,USA,Santa Clara,2901 Tasman Drive,95054,37.404044,-121.978956
Shanghai Media Group,games_video,$12M,,,,,,
Mobile Digital Media,games_video,$2M,,,,,,
Pythagoras Solar,cleantech,$10M,ISR,Petach Tikva,25 Bazel st.,49130,,
Voxify,enterprise,$33M,USA,Alameda,Voxify Corporate Headquarters 1151 Marina Village Parkway,94501,,
[x+1],enterprise,$45M,USA,New York,315 Park Avenue South,10010,40.7455068,-73.982624
Pulse Entertainment,mobile,$7M,USA,San Francisco,900 Kearny St. Suite 300,94133,37.796396,-122.404869
Paymetric,security,$30M,USA,Alpharetta,11175 Cicero Drive,30022,34.0512574,-84.2783459
Agito Networks,enterprise,$22M,USA,Santa Clara,3255 Scott Blvd,95054,37.381034,-121.971487
Voxer LLC,mobile,$30M,USA,San Francisco,"760 Market Street, 5th Floor",94102,,
MonoSphere,network_hosting,$17M,,,,,,
Donnorwood Media,web,$5M,USA,San Francisco,"620 Folsom St, Suite 350",94107,37.785271,-122.397582
QuickPlay Media,enterprise,$138M,CAN,Toronto,190 Liberty Street,M6K 3L5,,
CloudShield Technologies,software,$25M,USA,Sunnyvale,212 Gibraltar Drive,94089,37.409618,-122.017792
BlueRoads,software,$15M,USA,San Mateo,"1855 South Grant Street, 4th floor",94402,,
SensorTran,hardware,$17M,USA,Austin,"4401 Freidrich Lane,",78744,30.208939,-97.749879
GridApp Systems,software,$5M,USA,New York,156 5th Avenue,10010,,
SafeRent,,$3M,,,,,,
GAMEVIL,games_video,$80M,KOR,Seoul,4th FL. Samsung IT Valley 197-5,152-848,,
Ginx,web,$2M,,,,,,
Skout,social,$22M,USA,San Francisco,301 Howard,94105,37.7800539,-122.3912492
Telegent Systems,hardware,$35M,USA,Sunnyvale,470 Potrero Avenue,94085,,
Polimetrix,,$3M,USA,Palo Alto,285 Hamilton Avenue,94301,,
YouGov,consulting,$54M,USA,Palo Alto,285 Hamilton Avenue,94301,37.445111,-122.160779
Silicon Genesis,hardware,$23M,USA,San Jose,61 Daggett Drive,95134,37.3938424,-121.9318273
DemandTec,software,$6M,USA,San Carlos,"1 Circle Star Way, Suite 200",94070,37.498842,-122.239815
ITM Software,software,$10M,USA,Santa Clara,2880 San Tomas Expy,95051,37.3731161,-121.9659387
Eka Systems,cleantech,$40M,USA,Germantown,"20201 Century Boulevard, Suite 250",20874,39.1878563,-77.2610228
Signiant,software,$10M,USA,Burlington,152 Middlesex Turnpike,01803,42.48366,-71.221878
SkyData Systems,mobile,$4M,USA,San Mateo,1840 Gateway Drive,94404,37.55873,-122.27992
ZinkoTek,web,$2M,USA,San Rafael,4328 Redwood Hwy.,94903,38.0148706,-122.5411756
Linux Networx,software,$47M,USA,Bluffdale,14944 Pony Express Road,84065,,
DesignArt Networks,semiconductor,$2M,ISR,Raanana,HaHaroshet St.4,43657,,
Netmagic Solutions,network_hosting,$36M,IND,Mumbai,"22, Nirlon Complex",400063,,
Arcot Systems,security,$42M,USA,Sunnyvale,455 West Maude Avenue,94085,37.3898635,-122.0310612
Naseeb Networks,web,$2M,PAK,Lahore,"210-A, 2nd Floor",,37.3015115,-121.9303616
HeySpace,web,$20M,CHN,Guangzhou,"9F, Tower A, Guangzhou Information Port",,,
eMar,advertising,$10M,CHN,Beijing,"Chaoyang District, Beijing Yong An Dong Li Jian Guo Men Wai",100022,,
Speedshape,advertising,$5M,USA,Bingham Farms,30300 Telegraph,48025,42.548008,-83.214753
DuneNetworks,semiconductor,$12M,USA,Sunnyvale,"710 Lakeway Dr., Suite 265",94085,37.386774,-121.987661
HiWired,software,$14M,USA,Needham,117 Kendrick Street,02494,42.2960173,-71.2128734
Chelsio Communications,network_hosting,$79M,USA,Sunnyvale,370 San Aleso Ave.,94085,37.3936563,-122.0279022
New England Cable News,web,$7M,USA,Newton,160 Wells Ave,02459,42.2940916,-71.1977771
CacheLogic,software,$45M,GBR,Cambridge,326 Cambridge Science Park,CB4 0WG,,
C3L3B Digital,games_video,$3M,USA,Calabasas,5016 Parkway Calabasas,91302,34.1549426,-118.6545471
PowerVision,medical,$77M,USA,Belmont,298 Harbor Boulevard,94002,37.5210726,-122.2672469
Power Analog Microelectronics,hardware,$12M,USA,Santa Clara,3685 Enochs Street,95051,37.3767076,-121.997483
Tymphany,other,$13M,USA,San Rafael,1050 Northgate Dr,94903,38.0085435,-122.5447216
Neuralitic Systems,mobile,$18M,CAN,"MontrÃ©al, Qc","507, Place D'Armes",H2Y 2W8,45.5044288,-73.5570651
MediaPhy,semiconductor,$13M,USA,San Jose,180 Rose Orchard Way,95134,37.41668,-121.949456
Good Technology,mobile,$271M,USA,Sunnyvale,430 N. Mary Ave,94085,37.518539,-122.254275
Appscio,software,$7M,USA,Freedom,"80 Airport Boulevard,",95019-2901,36.9397206,-121.7768449
Intelleflex,enterprise,$44M,USA,Santa Clara,2465 Augustine Drive,95054,,
TuVox,consulting,$20M,USA,Cupertino,19050 Pruneridge Avenue,95014,37.3322445,-122.006515
Backchannelmedia,software,$3M,USA,Boston,105 South Street,02111-2811,42.3514855,-71.0572879
Quorum Systems,,$30M,USA,Carlsbad,3704 Azimuth Place,92008,33.170083,-117.30088
Spreadtrum Communications,,$20M,USA,San Diego,"5960 Cornerstone Court,",92121,32.895267,-117.191342
Intelliden,software,$80M,USA,Menlo Park,535 Middlefield Road,94025,37.4587657,-122.1725191
FastScaleTechnology,software,$12M,USA,Santa Clara,"2550 Walsh Ave, Suite 100",95051,37.370056,-121.973157
Bluestreak Technology,mobile,$39M,CAN,"Montreal, Quebec",410 Saint-Nicolas,H2Y 2P5,,
ReflexPhotonics,hardware,$5M,USA,Mountain View,"615 National Avenue, Suite 210",94043,37.401951,-122.053791
Nanoradio,semiconductor,$80M,SWE,Kista,Torshamnsgatan 39,SE-164 40,59.4074153,17.9514708
Storwize,other,$28M,USA,Marlborough,225 Cedar Hill Street,01752,37.237937,-121.974591
Woven Systems,network_hosting,$30M,USA,Santa Clara,2455 Augustine Drive,95054,37.3821368,-121.970505
Ohai,games_video,$6M,,,,,,
Telsima,web,$95M,USA,Sunnyvale,328 Gibraltar Drive,94089,37.4092917,-122.014027
TradeBeam,enterprise,$36M,USA,San Mateo,Two Waters Park Drive,94403-1148,37.552806,-122.2916021
Everdream,software,$20M,USA,Fremont,6591 Dumbarton Circle,94555,,
Echopass Corporation,network_hosting,$9M,USA,Pleasanton,6601 Koll Center Parkway,94566,37.661002,-121.897829
Atrenta,software,$33M,USA,San Jose,"2077 Gateway Place, Ste 300",95110,37.371088,-121.925355
Venda,ecommerce,$26M,USA,New York,"1500 Broadway, 18th Floor",10036,,
TRAFFIQ,advertising,$18M,USA,New York,462 7th Avenue,10018,40.7429533,-73.9844611
SpaceClaim,software,$49M,USA,Concord,150 Baker Ave. Ext.,01742,42.462373,-71.387308
Virtual Computer,software,$21M,USA,Westford,Primrose Park 3 LAN Drive,01886,,
OpVista,software,$43M,USA,Milpitas,870 North McCarthy Blvd.,95035,37.4384108,-121.9240273
Gamervision,games_video,$10M,USA,Doylestown,4030 Skyron Drive,18902,40.3321202,-75.1184485
Mazu Networks,security,$7M,USA,Cambridge,125 CambridgePark Drive,02140,42.395219,-71.145326
Traiana,,$15M,USA,New York,51 East 42nd St.,10017,40.752844,-73.978324
BBspace,,$11M,,,,,,
Luminary Micro,semiconductor,$44M,USA,Austin,108 Wild Basin Road South,78746,30.306591,-97.826727
LucidWorks,analytics,$32M,USA,Redwood City,3800 Bridge Parkway,94065,37.553121,-122.301534
Carrier IQ,mobile,$42M,USA,Mountain View,1200 Villa Street,94041,37.3955775,-122.0833286
Tobii Technology,hardware,$51M,SWE,Danderyd,KarlsrovÃ¤gen 2D,S-182 53,,
Acopia Networks,,$20M,USA,Lowell,41 Wellman Street,01851,,
Hidden City Games,other,$15M,USA,Seattle,"120 Lakeside Avenue, Suite",98122,47.6026054,-122.2848651
Powertech Technology,cleantech,$65M,TWN,Taipei City,"B1,No.125,Sec.2,Nanjing E. Rd.",104,,
Interface21,software,$10M,USA,San Mateo,411 Borel Avenue,94402,37.548482,-122.320534
Xelerated,semiconductor,$53M,USA,Santa Clara,2700 Augustine Drive,95054,59.3352318,18.0571206
Visage Mobile,enterprise,$14M,USA,San Francisco,500 Sansome Street,94111,37.795141,-122.401194
Isai,finance,$33M,FRA,paris,10 bis avenue de la grande armee,75017,,
OnRequest Images,software,$27M,USA,Seattle,1415 Western Avenue,98101,47.6075374,-122.3403478
NextHop Technologies,software,$4M,USA,Mountain View,1911 Landings Drive,94043,,
U4EA,hardware,$16M,USA,Fremont,Scott Creek Business Park,94539,,
Conformity,enterprise,$3M,USA,Austin,6300 Bridge Point Parkway,78730,30.35504,-97.801083
AudioPixels,semiconductor,$4M,ISR,Tel-Aviv,"5th floor, 40 Einstein St.",61175,,
Amp'd Mobile,mobile,$374M,,,,,,
RealD,games_video,$72M,USA,Beverly Hills,"100 North Crescent Dr.,",90210,34.067554,-118.395658
CipherMax,hardware,$142M,USA,San Jose,1975 Concourse Drive,95131,37.3969138,-121.8939054
Qihoo 360 Technology,web,$575M,,,,,,
Medio,software,$30M,USA,Seattle,One Convention Place,98101,47.611827,-122.331308
iPolicy Networks,hardware,$44M,IND,Noida,SDF #B-1,201305,,
GainSpan,semiconductor,$113M,USA,San Jose,3590 N. First St.,95134,37.409064,-121.943149
Quick Hit,sports,$19M,USA,Foxboro,16 Chestnut Street,02035,,
TheMarkets,web,$30M,USA,New York,810 Seventh Avenue,10019,40.762674,-73.9821315
Etology,web,$4M,USA,Foster City,1065 East Hillsdale Blvd.,94404,37.561111,-122.270487
Gecko Audio,software,$3M,USA,Palo Alto,,,37.437328,-122.159928
Manifest Digital,consulting,$9M,USA,Chicago,600 West Chicago Ave.,60654,41.8964988,-87.6436218
ATCOR Holdings,other,$50M,,,,,,
Invarium,other,$6M,USA,San Jose,2655 Seely Avenue,95134,,
Centrality Communications,semiconductor,$20M,USA,Redwood City,900 Island Drive Suite 170,94065,,
Luminescent,hardware,$9M,USA,Palo Alto,"2471 East Bayshore Road,",94303,37.4483426,-122.1191487
NeoPath Networks,software,$11M,USA,Mountain View,2171 Landings Drive,94043,,
Amimon,semiconductor,$48M,ISR,Herzlia,"2 Maskit St.,",46733,,
ZeroG Wireless,hardware,$30M,USA,Sunnyvale,255 San Geronimo Way,94085,37.3797808,-122.0140777
Space-Time Insight,software,$42M,USA,San Mateo,1850 Gateway Dr,94404,37.555773,-122.27977
RNA Networks,enterprise,$7M,USA,Portland,34 NW 1st Ave,97209,45.5236631,-122.6713661
WANdisco,software,$45M,USA,San Ramon,5000 Executive Pkwy,94583,37.769205,-121.966395
Must See India,travel,$5M,IND,Bangalore,Bannerghatta Road,560076,12.9084701,77.600339
mValent,software,$6M,USA,Redwood Shores,500 Oracle Parkway,94065,,
Cambridge Broadband Networks,network_hosting,$40M,GBR,Cambridge,Selwyn House,CB4 0WZ,,
FastDue,web,$5M,,,,,,
Strangeloop Networks,enterprise,$10M,CAN,"Vancouver, British Columbia","1030 West Georgia Street,",V6E 2Y3,49.2847336,-123.1215927
Axeda,software,$21M,USA,Foxboro,25 Forbes Boulevard,02035,42.023421,-71.241522
ClearRisk,web,$1M,CAN,St. John's NL,"Suite 3033, Inco Innovation Centre",A1B 4J8,,
Sendio,security,$7M,USA,Newport Beach,4911 Birch St.,92660,33.6902466,-117.8659521
Fortumo,mobile,$10M,EST,Tartu,Ülikooli 6A,51003,58.3754107,26.7212208
Synapse,software,$3M,USA,Franktown,11384 Pine Valley Drive,80116,,
Pollsb,network_hosting,$2M,ISR,Tel Aviv,3 Daniel Frish St.,64731,,
AlertEnterprise,security,$27M,USA,Fremont,4350 Starboard Drive,94538,37.4923675,-121.9533099
MyWealth,web,$2M,USA,New York,"32 Old Slip,",10005,40.7038257,-74.0083282
FetchDog,web,$4M,USA,Portland,100 Fore St.,04101,43.6617644,-70.2474116
Applimation,enterprise,$4M,USA,Chicago,525 West Monroe,60661,41.880225,-87.640379
Dasient,web,$2M,USA,Palo Alto,530 Lytton Ave.,94301,37.44931,-122.160011
Ludic Labs,software,$5M,,,,,,
VU Security,security,$1M,ARG,Buenos Aires,Av Libertador 5582 9 C,1453,,
Bizanga,security,$8M,USA,San Mateo,2988 Campus Drive,94403,37.537542,-122.327609
Autonomic Networks,software,$26M,,,,,,
Concur Technologies,software,$331M,USA,Redmond,18400 NE Union Hill Rd,98028,51.5200277,-0.651155
Everyday Health,health,$177M,USA,New York,345 Hudson St,10014,,
Frenzoo,games_video,$1M,HKG,Hong Kong,19B,00000,,
Skytap,enterprise,$23M,USA,Seattle,710 2nd Avenue,98104,47.544341,-122.334732
BASH Gaming,games_video,$1M,USA,Fremont,,94555,37.5561712,-122.0780632
Major League Gaming,games_video,$69M,USA,New York,3 Park Avenue,10016,40.752672,-73.97593
Scale Computing,enterprise,$43M,USA,Indianapolis,5225 Exploration Drive,46241,,
CogniFit,web,$5M,USA,New York,P.O. Box 7360,10116,47.6023367,-122.2850112
Pocket Communications Northeast,mobile,$125M,USA,Bloomfield,1280 Blue Hills Ave,06002,41.853615,-72.70375
Quickflix,games_video,$10M,AUS,Perth,"Level 4, 178 St Georges Terrace",6000,,
Imaginova,ecommerce,$15M,USA,New York,470 Park Avenue South,10016,40.7454971,-73.9826042
Purple Communications,messaging,$5M,USA,Rocklin,595 Menlo Dr,95765,,
Skoodat,education,$2M,USA,Chattanooga,1604 Carter Street,37402,34.9707103,-85.3509296
Tizor Systems,enterprise,$15M,USA,Maynard,5 Clock Tower Place,01754,,
Kashless,ecommerce,$9M,USA,Seattle,106 West Roy St.,98119,47.6257402,-122.3581623
Avere Systems,network_hosting,$37M,USA,Pittsburgh,910 River Avenue,15212,40.532969,-80.010645
IS Decisions,software,$2M,FRA,BIDART,Technopole Izarbel,64210,43.4477272,-1.5555799
ClickEquations,advertising,$3M,USA,Conshohocken,555 E. North Ln,19428,40.0751561,-75.2850602
Viridity Software,software,$15M,USA,Burlington,5 Burlington Woods Suite 205,01803,42.4871509,-71.1986329
Dyn,network_hosting,$38M,USA,Manchester,150 Dow Street,03101,42.9959408,-71.4634803
Corrigo,software,$20M,USA,Tualatin,8245 SW Tualatin Sherwood Road,97070,,
IGLOO Software,software,$9M,CAN,Kitchener,22 Frederick Street,N2H 6M6,43.4496954,-80.487328
Lush Technologies,ecommerce,$2M,,,,,,
Evostor,software,$8M,USA,Campbell,1901 S. Bascom Ave,95008,37.232902,-121.964385
Jama Software,software,$13M,USA,Portland,1060 NW 9th Avenue,97209,45.5309644,-122.68038
Conmio,mobile,$2M,FIN,Helsinki,Annankatu 25,00100,60.1679244,24.9372937
NorSun,cleantech,$272M,NOR,Oslo,Sommerrogaten 13-15,0255,,
Relypsa,biotech,$322M,USA,Redwood City,700 Saginaw Drive,94063,37.5024749,-122.220408
Quadriserv,consulting,$51M,,,,,,
ePartners,software,$25M,USA,Irving,1231 Greenway Drive,75038,32.889576,-96.9668747
BioVex,biotech,$122M,GBR,Oxon,70 Milton Park,OX14 4RX,51.671711,-1.289082
Cmed,consulting,$5M,GBR,Horsham,"Holmwood, Broadlands Business Campus",RH12 4QP,,
IForem,network_hosting,$5M,USA,Redwood Shores,350 Marine Parkway Suite 200,94065,,
Kenta Biotech,biotech,$10M,,,,,,
Sangart,biotech,$301M,USA,San Diego,6175 Lusk Blvd,92121-2729,32.89929,-117.1948
Taggify,advertising,$1M,ARG,Buenos Aires,Concepcion Arenal 3425,1414,,
Notable Solutions,consulting,$5M,,,,,,
Tongxue,web,$6M,,,,,,
Networks in Motion,mobile,$10M,USA,Aliso Viejo,6A Liberty Suite 200,92656,33.5593924,-117.7293854
FSV Payment Systems,other,$6M,USA,Jacksonville,6410 Southpoint Parkway,32216,,
Foursquare,mobile,$147M,USA,New York,568 Broadway,10012,,
CashStar,ecommerce,$26M,USA,Portland,129 Middle St,04101,,
SuperSecret,web,$10M,USA,San Francisco,660 4th Street,94107,37.7775896,-122.3956019
Vysr,web,$2M,USA,Palo Alto,"540 University Ave, Suite 50",94301,,
mSnap,mobile,$5M,USA,Denver,1350 17th Street,80202,,
Claros Diagnostics,biotech,$4M,,,,,,
Infobright,software,$21M,CAN,"Toronto, Ontario",403-47 Colborne Street,M5E1P8,43.6490631,-79.3749698
Transfer To,mobile,$3M,SGP,Singapore,600 North Bridge Road,188778,1.3006925,103.8575356
Home-Account,finance,$1M,USA,San Francisco,188 King Street,94107,37.778551,-122.391686
Republic Project,advertising,$1M,USA,Santa Monica,216 Main Street,90291,33.6156634,-111.8931647
Paymate,web,$9M,AUS,,,,,
Synacor,,$17M,USA,Buffalo,40 La Riviere Dr.,14202,,
MarkMonitor,security,$12M,USA,San Francisco,303 Second Street,94107,,
Dayforce,enterprise,$40M,CAN,Toronto,4110 Yonge St,M2P 2B7,43.7465688,-79.4072765
Livescribe,hardware,$121M,USA,Oakland,7677 Oakport St.,94621,,
Preview Networks,games_video,$4M,DNK,Copenhagen,Njalsgade 21F,2300,55.6659813,12.5800751
Tongal,web,$16M,USA,Santa Monica,1918 Main Street,90405,34.007112,-118.489748
Indicative Software,software,$6M,USA,Fort Collins,724 Whalers Way,80525,,
AdWhirl,advertising,$1M,,,,,,
Openbravo,software,$17M,ESP,Barcelona,Pau Claris 138,08009,41.3935324,2.1660785
MetricStream,software,$65M,USA,Palo Alto,2600 E. Bayshore Road,94303,37.446535,-122.118794
Swoopo,ecommerce,$14M,USA,Mountain View,,,,
Groxis,,$4M,USA,San Francisco,402 Jackson Street,94111,,
One Kings Lane,ecommerce,$113M,USA,San Francisco,1355 Market St,94103,,
HootSuite,social,$190M,CAN,Vancouver,5 East 8th Avenue,V5T4S8,49.2851733,-123.0952381
Catbird,security,$12M,USA,Scotts Valley,1800 Green Hills Road,95066,,
MedAptus,software,$6M,USA,Boston,176 Federal Street,02110,42.3538857,-71.0561903
Suniva,cleantech,$224M,USA,Norcross,5775 Peachtree Industrial Blvd.,30092,33.954713,-84.2213281
Adapx,software,$30M,USA,Seattle,2200 Alaskan Way,98121,47.603873,-122.3339579
Brandsclub,ecommerce,$17M,BRA,Sao Paulo,,,-23.5489433,-46.6388182
Smallaa,web,$3M,USA,San Jose,2860 Zanker Road Ste 108,95134,37.39458,-121.928393
Piedmont Pharmaceuticals,biotech,$5M,USA,Greensboro,"204 Muirs Chapel Road, Suite 200",27410,36.072863,-79.869229
Aerovance,biotech,$119M,USA,,"Berkeley,",,37.8715926,-122.272747
Orthocon,biotech,$25M,USA,New Brunswick,675 US Highway One,08902,40.456124,-74.462469
Fusion-io,enterprise,$112M,USA,Salt Lake City,6350 South 3000 East 6th Floor,84121,40.756352,-111.871802
Ember,mobile,$118M,USA,Irvine,,,,
Phurnace Software,software,$10M,USA,Austin,"707 Rio Grande,",78701,30.271393,-97.748623
Bomgar,software,$11M,USA,Ridgeland,578 Highland Colony Parkway,39157,32.416174,-90.1633006
Hostway,network_hosting,$110M,USA,Chicago,100 North Riverside Plaza,60606,41.8831954,-87.638807
Southwest Windpower,cleantech,$10M,USA,Broomfield,"100 Technology Drive, Suite 325",80021,,
Traversa Therapeutics,biotech,$7M,USA,La Jolla,505 Coast Blvd South,92037,32.843245,-117.279345
Ambrx,biotech,$10M,USA,La Jolla,10975 North Torrey Pines Road,92037,32.903177,-117.241409
Foundation Radiology Group,biotech,$16M,USA,Pittsburgh,"Three Gateway Center, 20th Floor",15222,,
